duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,unique_id
214,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,1cf39049-8b41-4839-a9d3-1f59be8de548
1575,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,11a92012-7c9b-4374-b369-991541257112
349,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,9022fec2-42de-4c1f-9da5-13a9ab527566
337,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8472d47f-ab94-4069-9791-35b359c4ac4e
272,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,ef89f20a-61e9-4eea-a94f-6b872085b365
208,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,cb2cba6d-14bb-4d6c-9aad-152a91be9824
193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,91fddd90-a8fa-4293-9c6d-ff219980e21b
212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,f44da45d-f470-4a0e-8da8-cc7d2a75e353
165,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,ee6db94e-1097-4225-89a5-5a1548c6b98a
1042,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,5e12e80a-21d5-472e-b2d5-231f27a30078
20,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,baaf1c4c-fc82-404d-b441-5679313dfc6b
246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,e8ffbc20-d828-43c4-9c98-73c9707e5516
529,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,62735105-234f-4817-94ed-3c60b156dd0e
192,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,b553b979-b7b2-41ef-8de7-e4d1f01ea1f4
1467,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,abf3368c-af5d-4a8a-ab04-e46dcd919614
188,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,a7871a76-5861-43a4-877e-c4bb21dab304
180,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,594b5247-f47b-41f4-9843-75ea5bff2369
48,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,780adb39-5e29-487d-a43d-15ecb175a34e
213,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,630bfc2b-af1a-4115-bad8-00e8f10023fb
545,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,5be45be4-cebd-4b22-bd04-c8811a7d2b01
583,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,d7dcb24e-f08e-4d67-b399-f641e14c36e9
221,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0c7569ac-5ace-4851-92d9-849a0b713118
426,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8396f91e-d3e1-47ef-85e5-ad6aea6afe0d
287,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,f5e5a5e9-9231-4c3b-9a3d-1f6138017b3a
197,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,af1055d3-afc6-4fd5-a062-d757bd851846
257,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,5d4aedee-d5ae-4611-8aa9-23f9a1ad5375
229,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,51b17786-2589-4df5-974a-8e603552a580
55,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,7f727d9c-44e5-4c80-8a6e-969e49318772
400,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,08ad0837-ca11-4913-ba0f-2b0533ba9359
197,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,57b1b578-6ae4-4bff-bd35-1a264c19378c
190,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,73008ff2-8468-4a88-9a57-72482c354091
21,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,6a0303a9-54fd-4cb8-8957-dfed4de69706
300,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,d598a28a-c2f1-47c0-b7d4-50c33d6a73e8
123,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,7c6b8878-dbf0-4633-a565-d9feec6f42c9
293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,7f7d5a79-c391-4bf9-97f5-f045b73783f3
325,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,022c82bf-73d6-4894-be15-f85f7d07e7f0
514,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,37afff86-8cfd-43c5-83b8-9595d13291fb
849,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,f9f3bde0-2da7-430f-9e60-bb4c59b6260c
194,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2873cfc3-b1f2-47ca-9c4f-4fa8c50c435f
212,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,9e2afe85-f170-42f7-8f6c-964d87fe19f8
337,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,d26c1031-5a8c-4727-975e-6cbdff903fb9
286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,228ca5f8-a1a9-416e-b930-01648f8b0426
247,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,64f4f930-d77d-45bd-8c46-ee54e7b09595
518,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,a68a9cef-90a9-47a1-be3b-2a175f681a83
364,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,cc99fdd0-18da-49ac-8a0b-2de19cd5485b
178,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8a153e28-c6fe-45bc-b2d8-1a9999200b66
98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,1821ad47-056b-4d4f-b350-11c6cad695da
439,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,3fab0cd0-26fb-492b-a281-537807b47336
139,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0fb8e15d-d6a7-4376-bdaf-e185338f7e67
79,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,3c699a9b-13eb-4bbe-b994-b30e9d23dc58
175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,1939680e-9fbc-48fe-a10b-36271116d1ca
262,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,657e760d-0ede-4ea7-b946-3c3ec411b1fd
61,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,5f0a270a-b20b-4ed7-89ef-3c9bb9599866
78,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,7e34f8b2-f8ab-4ad6-99ab-94348ec78777
102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,ede3175d-60ab-4a97-be0b-31d7547d5680
579,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,32875e81-2a5e-4d24-8165-78ca43e3464d
143,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,4471f00f-3e89-4c59-b21d-686f5303c04b
677,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,f1879f1c-b9d9-45b5-9084-b3591be47d4b
267,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,9c2d1364-d9e5-41aa-8747-94f2ebb4ce3e
345,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8301a98c-1141-459e-9bdb-d303bf377a5b
185,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2b288c0b-6b20-4ca2-8412-ccb2f14bb3b1
207,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,412ee78f-6877-44f2-9fcc-e149618f382e
69,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,ee2d95fb-c481-404a-aa33-8ce0428ca99b
100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,89759a0f-860a-47c4-8126-9fd435c34626
125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,92b0bda3-f827-49b6-9baf-81874beaab76
461,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,802063c1-b926-437e-80c0-221be42da6b9
240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0c50209e-dd20-4491-8548-d5f2ad50027e
70,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,5eb72055-6ab0-4e1a-90e7-1864396f6841
193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8b4b8500-dba5-4660-b421-6e58ee422c0e
136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,1cbfc083-4f5b-4990-86f9-7a2f00efe892
73,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8ece2d56-9f42-4920-aa99-e2342865dbac
528,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,223ee9a5-414d-46f2-bdab-d4f9ce7ad55e
541,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,375a5e5d-4030-4a5e-af61-743c0e1ec2e5
338,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,6bf24600-c817-443d-bde2-8a8a991caf4c
163,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,fdb2d6c0-c3a2-4e98-991b-9c0e3381f9c4
87,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,709f37a5-fb52-4650-95c2-ea1edaca7bd6
301,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,5ff6eab3-6673-4cfa-be7c-48caa6609e2a
46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,260edd3b-de7e-476c-845c-9bc27508eee3
52,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,c2267403-3e20-4519-ae9b-2e1c2dd158c1
204,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8ed1ad13-461d-43d7-aa61-2a27d624890d
155,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,22a4c413-cdd4-48fd-b805-bcba508bd34e
98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,9a1f6c75-5fe5-4814-9a9d-710fa1059c9a
71,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,faae448f-1744-4717-aa1a-65a951b7b630
243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,6c53c4ae-73d0-430d-b1bf-5b5676194044
186,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,a4893a40-b03c-489e-a7d2-947b71b30f0b
579,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,f0769b61-2143-4a73-a394-ea761a58e329
165,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,3287d5c1-5fb6-4eb3-ad01-a4c595410917
163,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8ebbe542-dc28-45f5-b66c-b2093cdf6d14
46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,df3f91aa-14ec-4739-910d-4afe72fac24b
559,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,f68ab78c-4018-4965-8448-17d3656d6513
2033,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,c6e37892-0005-4e1a-9011-b4b5568d28c4
85,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,3a2290a3-76e8-4ddf-b5bd-6bb1c2def529
506,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,22af637c-4d43-4c65-8cb3-b81b51ee4340
114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,87780041-352b-4e62-a861-ae01859983ff
114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,f3461885-5246-47cc-bb99-023a3370fe6b
843,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,abd88289-d1b6-412d-9e9b-f73894f80779
181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0275fa48-1ceb-4bf6-afc5-0c919d7353a8
427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,67a373d1-3cd8-485c-8925-c761c5705e60
292,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,d5f4336a-830a-49df-b987-218d588d34e1
192,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,fbac8cc5-02a3-468f-96c1-3bd0b7073631
93,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,572b2c80-c17a-4688-ab10-9038cace3468
128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,ef256041-8bbe-4358-a815-0aeb306e9f4f
107,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,95fa1446-3b16-4a6f-b6cb-da8720857625
303,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,1a362865-595c-400a-90f7-cefe9de78bbf
81,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,f42b09f2-63d0-4fdd-8136-d53a9c3bc0e5
270,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,56903bbd-5ce7-4f2b-b3ef-66ceea08944d
228,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,1fd2de61-be87-4f0a-beda-c0b10d8706ca
240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,1070a8e1-5bf6-4687-a81c-22c64cfbd5dc
673,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,9a9bfd68-72d5-4b22-a5e0-d6a84e60071d
233,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,a799e6f4-fa77-40b4-ae33-991bbac1408d
102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,34560734-9c8f-40ce-94d2-b56563799efd
461,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,945dfe41-affb-45fa-bbac-dea87738e754
250,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,7d8ba9ce-7aa2-4626-9acc-c87ee8a10c63
130,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,a89e91c3-3e7c-49c4-a816-2942bec7dd93
252,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,7d26e776-4d83-489d-a866-8249df55caae
138,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,bf24a19e-b3f2-4d32-8f93-b379e0976c5a
412,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,e2f5f3e3-83ad-4716-a336-d14e1fe1dab1
179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8250c5a6-7c11-4ac8-ab8f-58624bbfa5a5
19,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,ca07c29a-2419-40da-af6c-2832d4a42b82
228,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,a73bb364-77cc-46b7-8298-18bbc935cffa
55,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,08697727-d86e-49fa-994d-acd21dc70869
717,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,9e3e4c7f-87d4-40dc-9fd7-5a88498dbe3a
313,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,477e1620-f5c7-4cc7-ba11-02b3706f7674
289,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,7dbf19c5-5dfb-4926-84f2-dd2957437716
683,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2a6785e2-7d3d-4cd3-9a0f-7eca4032b8b1
1077,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,e4468087-ed5d-40db-94ad-0754d78c4102
146,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,78e78534-f373-469f-a115-3fc5fa3733de
167,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,d29fc75f-3f61-4017-b820-0b2cce95088e
356,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,790c8f09-6639-4312-9b7f-4ee4ef26a3dd
277,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8f5e8654-15bf-482e-bc8c-38b2da55102a
172,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,a0c4ad28-992f-45f3-b9f9-ce774706aca7
218,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,c2a2854c-86c2-4d37-b5f7-2d60f9c621ab
217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,5124afed-bd08-40e9-be1c-8a623bfabcef
67,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2cf3aff3-7eb9-42e1-9c31-52de987d100e
291,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,d78bf368-bf1c-4421-b4e7-d0c1636c35cd
248,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,ab70e38d-bf30-4a9a-81da-03b383ced9b8
256,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,e24593bf-0edf-44cd-941e-d47a1252d25e
286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,40bb1b60-fbcf-4764-8943-9928f379bf00
